Food Name,Category,Calories (per 100g),Carbs (g),Fiber (g),Protein (g),Fat (g),GI Score,Diabetic-friendly (Yes/No),Common Dishes
Lentils (Masoor Dal),Legumes,445,12.1,11.4,29.5,26.8,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,126,7.6,9.8,18.3,28.9,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,173,56.8,11.3,23.5,4.5,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,310,57.2,7.6,18.3,43.9,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,472,8.7,13.8,9.6,25.2,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,173,61.5,1.9,4.9,17.3,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,91,59.7,2.9,2.8,28.0,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,508,45.8,14.3,28.7,16.2,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,396,54.2,9.3,32.2,21.7,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,111,11.4,9.9,28.4,27.7,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,599,41.6,2.8,14.2,42.1,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,281,1.2,6.1,5.4,42.4,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,596,64.1,3.6,5.2,41.7,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,96,59.9,11.1,30.3,45.8,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,425,17.6,9.7,19.9,23.8,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,282,51.2,8.0,25.6,32.0,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,489,11.8,0.8,3.2,5.9,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,19,68.0,13.1,13.5,33.4,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,137,42.0,7.1,36.3,0.7,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,138,58.2,11.7,29.2,7.9,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,257,69.2,6.1,3.0,7.9,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,518,24.0,7.3,25.6,30.5,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,138,3.3,14.3,3.3,1.6,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,137,36.3,2.8,26.9,40.2,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,426,1.7,2.4,12.9,40.5,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,505,54.1,10.9,2.1,2.6,Medium,No,Lentils dish
Lentils (Masoor Dal),Legumes,23,34.3,3.4,6.9,36.4,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,255,66.4,5.3,13.7,4.1,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,35,52.8,6.5,38.2,2.4,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,196,62.2,0.2,20.7,36.4,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,543,26.0,4.3,32.1,1.4,High,No,Lentils dish
Lentils (Masoor Dal),Legumes,534,20.1,1.2,7.8,48.4,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,586,11.6,7.9,37.5,26.0,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,119,25.7,10.3,12.8,7.5,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,315,64.5,2.1,16.6,31.6,Low,Yes,Lentils dish
Lentils (Masoor Dal),Legumes,154,50.6,3.2,7.4,11.9,Medium,No,Lentils dish
Chickpeas (Chhola),Legumes,368,27.2,13.6,9.4,13.0,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,455,45.9,0.3,1.8,45.9,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,28,13.1,6.0,18.9,19.2,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,204,46.1,14.5,30.0,0.9,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,121,24.8,6.7,33.7,41.2,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,580,58.2,9.7,23.0,8.7,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,335,69.3,6.5,27.3,22.8,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,342,68.0,4.2,26.4,8.4,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,589,31.4,3.4,5.4,46.6,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,320,7.9,14.0,1.1,24.6,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,100,24.3,14.8,13.7,7.4,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,370,44.8,8.2,5.6,38.9,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,222,1.6,3.0,36.0,0.3,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,241,62.3,0.5,21.9,32.4,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,524,37.5,4.4,8.4,39.9,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,569,51.1,3.6,1.4,25.7,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,301,26.3,4.9,13.6,28.0,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,59,33.0,7.5,37.8,45.3,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,15,40.6,13.3,25.4,24.6,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,356,38.6,13.1,26.0,36.0,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,545,18.0,9.5,33.3,32.9,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,564,23.5,4.1,24.5,11.8,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,539,60.8,3.7,33.9,46.3,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,424,6.1,3.5,28.7,37.9,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,238,11.1,5.8,5.7,31.4,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,44,43.1,13.3,4.7,38.2,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,28,23.2,3.0,13.2,31.6,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,280,22.6,12.1,14.3,21.8,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,96,45.2,0.7,37.9,12.8,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,12,43.4,5.5,7.5,29.2,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,333,33.6,12.9,5.7,5.4,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,431,39.7,2.2,34.5,40.0,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,527,31.2,10.6,2.1,31.9,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,322,35.5,5.5,8.2,2.7,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,167,9.5,3.2,31.0,28.3,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,455,42.9,7.4,19.1,35.1,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,103,67.4,9.1,39.9,19.4,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,161,16.9,6.4,21.2,2.4,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,71,55.2,1.9,20.8,47.3,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,265,34.3,7.5,3.0,34.9,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,143,15.3,10.5,6.7,29.2,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,212,38.2,14.9,0.8,13.2,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,241,2.9,15.0,11.5,1.6,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,379,53.2,11.3,8.8,15.7,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,335,54.6,13.4,31.8,9.4,Low,Yes,Chickpeas dish
Chickpeas (Chhola),Legumes,192,18.6,8.5,8.2,18.2,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,158,20.6,11.9,7.0,2.9,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,326,36.1,10.2,39.8,27.4,High,No,Chickpeas dish
Chickpeas (Chhola),Legumes,302,56.6,9.0,32.0,17.2,Medium,No,Chickpeas dish
Chickpeas (Chhola),Legumes,466,63.9,14.6,17.4,26.5,Low,Yes,Chickpeas dish
Black Beans,Legumes,45,21.5,3.4,20.1,27.1,Low,Yes,Black dish
Black Beans,Legumes,14,64.2,0.5,22.3,20.9,Low,Yes,Black dish
Black Beans,Legumes,280,25.1,1.2,20.0,7.0,Low,Yes,Black dish
Black Beans,Legumes,587,13.1,1.7,7.2,3.6,High,No,Black dish
Black Beans,Legumes,572,0.9,1.6,28.5,20.3,Low,Yes,Black dish
Black Beans,Legumes,121,12.0,2.6,38.2,17.9,High,No,Black dish
Black Beans,Legumes,506,38.9,4.2,10.1,5.9,Medium,No,Black dish
Black Beans,Legumes,594,61.3,10.3,3.7,11.0,Medium,No,Black dish
Black Beans,Legumes,528,44.1,10.4,19.3,33.6,Medium,No,Black dish
Black Beans,Legumes,273,65.6,13.7,14.2,32.5,Medium,No,Black dish
Black Beans,Legumes,145,30.4,4.6,26.8,16.9,Medium,No,Black dish
Black Beans,Legumes,334,62.9,0.9,36.8,17.2,Medium,No,Black dish
Black Beans,Legumes,504,45.3,0.2,8.7,18.4,Medium,No,Black dish
Black Beans,Legumes,442,60.0,10.1,32.8,38.7,Low,Yes,Black dish
Black Beans,Legumes,593,28.4,11.3,13.0,10.6,Low,Yes,Black dish
Black Beans,Legumes,259,50.9,10.8,25.4,33.0,Low,Yes,Black dish
Black Beans,Legumes,123,24.1,0.4,10.7,8.7,Medium,No,Black dish
Black Beans,Legumes,463,35.6,0.9,27.8,5.0,High,No,Black dish
Black Beans,Legumes,120,25.8,12.0,4.7,10.8,Medium,No,Black dish
Black Beans,Legumes,342,68.8,10.6,6.6,35.9,Medium,No,Black dish
Black Beans,Legumes,267,61.1,10.4,18.9,36.4,High,No,Black dish
Black Beans,Legumes,13,62.9,10.9,16.6,29.0,Low,Yes,Black dish
Black Beans,Legumes,165,45.3,3.6,23.8,16.0,Medium,No,Black dish
Black Beans,Legumes,572,24.5,6.6,13.9,43.1,High,No,Black dish
Black Beans,Legumes,168,53.0,13.9,14.0,26.7,Low,Yes,Black dish
Black Beans,Legumes,173,28.2,1.8,16.8,31.0,Medium,No,Black dish
Black Beans,Legumes,62,66.6,10.4,4.2,32.5,High,No,Black dish
Black Beans,Legumes,142,30.2,11.0,11.6,35.1,Medium,No,Black dish
Black Beans,Legumes,312,50.7,8.5,34.7,11.6,Medium,No,Black dish
Black Beans,Legumes,152,6.7,6.3,29.2,2.3,High,No,Black dish
Black Beans,Legumes,226,65.4,11.7,36.1,6.9,Low,Yes,Black dish
Black Beans,Legumes,408,35.9,13.1,22.6,31.6,Medium,No,Black dish
Black Beans,Legumes,188,38.0,5.6,3.0,33.2,Medium,No,Black dish
Black Beans,Legumes,305,4.0,6.0,23.2,6.1,Low,Yes,Black dish
Black Beans,Legumes,191,25.2,4.9,8.9,1.2,Low,Yes,Black dish
Black Beans,Legumes,559,30.1,8.6,30.9,15.1,High,No,Black dish
Black Beans,Legumes,415,6.4,11.1,31.8,40.8,Low,Yes,Black dish
Black Beans,Legumes,248,57.0,12.1,17.1,21.0,Medium,No,Black dish
Black Beans,Legumes,535,53.7,2.3,37.8,26.5,Low,Yes,Black dish
Black Beans,Legumes,409,4.0,8.8,25.5,22.0,Low,Yes,Black dish
Black Beans,Legumes,332,38.7,8.7,11.1,34.8,Medium,No,Black dish
Black Beans,Legumes,153,21.2,9.8,1.8,17.8,High,No,Black dish
Black Beans,Legumes,56,46.8,14.5,34.7,36.2,High,No,Black dish
Black Beans,Legumes,126,45.6,6.9,6.6,10.9,High,No,Black dish
Black Beans,Legumes,215,44.2,5.3,24.0,32.2,Medium,No,Black dish
Black Beans,Legumes,278,44.7,6.7,2.3,14.5,Medium,No,Black dish
Black Beans,Legumes,438,31.5,1.4,37.1,21.5,High,No,Black dish
Black Beans,Legumes,434,3.3,10.0,11.5,13.5,High,No,Black dish
Black Beans,Legumes,339,30.5,3.8,23.9,46.8,Low,Yes,Black dish
Black Beans,Legumes,524,38.0,2.3,27.6,34.7,High,No,Black dish
Green Gram (Moong Dal),Legumes,251,20.8,8.4,13.3,40.5,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,385,4.3,4.5,29.9,37.6,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,379,50.8,3.1,27.9,39.7,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,440,69.5,9.4,20.1,30.5,High,No,Green dish
Green Gram (Moong Dal),Legumes,415,24.0,11.2,3.4,29.1,High,No,Green dish
Green Gram (Moong Dal),Legumes,547,53.7,4.3,19.9,19.9,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,336,27.7,0.3,14.3,28.7,High,No,Green dish
Green Gram (Moong Dal),Legumes,331,46.1,6.7,19.3,23.4,High,No,Green dish
Green Gram (Moong Dal),Legumes,32,29.7,11.2,6.8,28.1,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,312,63.5,9.5,4.6,24.0,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,457,18.6,3.1,1.4,47.7,High,No,Green dish
Green Gram (Moong Dal),Legumes,208,21.4,7.5,36.6,14.3,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,526,14.4,2.2,20.0,19.0,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,66,45.5,12.7,3.5,22.5,High,No,Green dish
Green Gram (Moong Dal),Legumes,443,18.7,11.3,19.4,6.6,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,242,70.0,14.9,17.6,5.7,High,No,Green dish
Green Gram (Moong Dal),Legumes,305,7.2,4.3,6.6,3.1,High,No,Green dish
Green Gram (Moong Dal),Legumes,372,60.6,10.1,7.5,23.4,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,81,29.7,2.1,28.5,18.0,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,409,69.4,1.4,23.1,27.4,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,260,41.9,2.3,1.1,40.7,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,231,1.0,5.8,39.2,30.1,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,344,59.3,9.0,19.8,43.0,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,368,67.4,6.9,23.5,24.4,High,No,Green dish
Green Gram (Moong Dal),Legumes,201,6.4,6.0,17.5,17.6,High,No,Green dish
Green Gram (Moong Dal),Legumes,587,14.0,14.2,26.3,37.3,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,561,5.3,10.3,11.4,32.0,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,596,14.8,9.3,26.4,41.3,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,558,32.6,9.6,16.5,1.5,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,406,31.8,6.0,13.1,42.3,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,458,60.3,12.9,31.8,19.6,High,No,Green dish
Green Gram (Moong Dal),Legumes,184,55.7,9.9,2.5,2.1,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,502,8.2,2.2,10.2,29.8,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,599,21.7,6.8,3.3,38.0,High,No,Green dish
Green Gram (Moong Dal),Legumes,283,9.3,5.3,3.7,30.1,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,393,12.7,10.2,5.1,32.6,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,131,64.6,6.8,1.0,30.7,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,190,38.2,7.4,14.3,17.8,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,103,35.9,8.4,32.3,27.9,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,153,12.3,7.8,9.1,42.1,Medium,No,Green dish
Green Gram (Moong Dal),Legumes,586,46.8,1.8,8.3,36.7,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,201,38.8,0.3,28.4,42.9,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,20,38.8,4.5,33.4,4.1,High,No,Green dish
Green Gram (Moong Dal),Legumes,233,8.7,12.3,4.4,19.5,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,483,32.2,2.1,15.6,22.8,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,353,22.2,11.3,29.2,41.0,High,No,Green dish
Green Gram (Moong Dal),Legumes,380,12.2,13.8,38.7,18.6,High,No,Green dish
Green Gram (Moong Dal),Legumes,569,47.1,3.2,12.3,36.8,High,No,Green dish
Green Gram (Moong Dal),Legumes,304,5.9,9.2,15.4,32.5,Low,Yes,Green dish
Green Gram (Moong Dal),Legumes,57,46.3,5.2,8.4,1.8,High,No,Green dish
Peas,Legumes,146,15.7,14.1,22.3,3.6,Low,Yes,Peas dish
Peas,Legumes,487,10.6,7.7,18.0,39.6,Low,Yes,Peas dish
Peas,Legumes,138,53.0,8.9,13.5,39.2,Medium,No,Peas dish
Peas,Legumes,293,53.8,4.6,10.7,33.4,High,No,Peas dish
Peas,Legumes,132,32.2,11.0,33.8,33.1,High,No,Peas dish
Peas,Legumes,169,50.0,0.5,20.5,17.5,Medium,No,Peas dish
Peas,Legumes,283,45.4,13.8,14.2,39.7,Low,Yes,Peas dish
Peas,Legumes,349,20.7,1.8,6.4,43.3,High,No,Peas dish
Peas,Legumes,360,59.2,9.0,11.1,22.9,High,No,Peas dish
Peas,Legumes,154,7.9,6.1,22.5,11.3,Medium,No,Peas dish
Peas,Legumes,459,11.4,2.3,26.4,38.3,Medium,No,Peas dish
Peas,Legumes,247,42.2,9.2,32.4,17.2,Medium,No,Peas dish
Peas,Legumes,18,44.2,8.3,31.8,47.1,Medium,No,Peas dish
Peas,Legumes,503,42.5,7.0,22.8,4.1,High,No,Peas dish
Peas,Legumes,50,12.1,6.6,35.0,12.3,Medium,No,Peas dish
Peas,Legumes,128,40.3,1.5,39.7,4.4,Medium,No,Peas dish
Peas,Legumes,581,34.8,3.4,28.2,7.8,Low,Yes,Peas dish
Peas,Legumes,66,28.7,4.7,34.4,39.5,Medium,No,Peas dish
Peas,Legumes,281,15.6,5.3,9.3,21.1,Medium,No,Peas dish
Peas,Legumes,302,61.0,14.9,1.7,16.8,Low,Yes,Peas dish
Peas,Legumes,308,40.3,4.4,17.9,31.9,Medium,No,Peas dish
Peas,Legumes,30,12.2,6.3,36.3,3.9,Medium,No,Peas dish
Peas,Legumes,214,19.4,12.5,16.7,21.5,Medium,No,Peas dish
Peas,Legumes,289,47.6,10.9,30.9,40.3,Low,Yes,Peas dish
Peas,Legumes,420,62.9,5.0,28.6,29.6,High,No,Peas dish
Peas,Legumes,164,7.5,2.5,9.6,44.3,Low,Yes,Peas dish
Peas,Legumes,242,58.7,5.1,15.7,19.6,High,No,Peas dish
Peas,Legumes,563,64.9,1.2,10.8,30.6,High,No,Peas dish
Peas,Legumes,216,18.7,8.8,25.8,22.9,High,No,Peas dish
Peas,Legumes,75,54.9,6.1,36.0,46.2,High,No,Peas dish
Peas,Legumes,582,68.2,2.0,2.7,26.2,High,No,Peas dish
Peas,Legumes,586,19.1,12.7,20.2,21.7,Medium,No,Peas dish
Peas,Legumes,187,29.0,6.7,29.4,18.0,Medium,No,Peas dish
Peas,Legumes,598,65.1,1.5,22.1,0.2,Low,Yes,Peas dish
Peas,Legumes,212,52.9,10.6,14.1,45.6,Medium,No,Peas dish
Peas,Legumes,491,33.2,2.7,34.0,3.2,Low,Yes,Peas dish
Peas,Legumes,439,22.2,7.2,7.0,1.4,Medium,No,Peas dish
Peas,Legumes,528,63.9,8.5,5.2,6.8,Low,Yes,Peas dish
Peas,Legumes,366,14.1,0.9,1.4,46.6,High,No,Peas dish
Peas,Legumes,511,64.5,4.9,23.9,40.5,Medium,No,Peas dish
Peas,Legumes,320,55.8,5.7,26.0,9.0,High,No,Peas dish
Peas,Legumes,165,54.5,4.5,33.1,28.2,High,No,Peas dish
Peas,Legumes,435,43.7,5.5,7.8,42.1,High,No,Peas dish
Peas,Legumes,147,20.3,2.5,1.3,9.4,Medium,No,Peas dish
Peas,Legumes,210,15.8,10.5,37.2,47.5,Low,Yes,Peas dish
Peas,Legumes,494,38.1,0.7,32.4,49.3,Medium,No,Peas dish
Peas,Legumes,513,8.2,0.6,39.1,22.1,Medium,No,Peas dish
Peas,Legumes,458,36.5,5.3,8.1,8.3,Medium,No,Peas dish
Peas,Legumes,180,16.2,0.3,16.3,33.9,High,No,Peas dish
Peas,Legumes,64,56.4,3.7,30.2,11.3,Low,Yes,Peas dish
Kidney Beans,Legumes,118,22.3,5.0,31.6,13.9,Medium,No,Kidney dish
Kidney Beans,Legumes,242,53.1,6.3,18.5,15.0,Low,Yes,Kidney dish
Kidney Beans,Legumes,203,6.3,5.5,35.0,9.9,Low,Yes,Kidney dish
Kidney Beans,Legumes,570,42.9,4.8,29.7,2.6,High,No,Kidney dish
Kidney Beans,Legumes,434,33.7,4.0,17.7,29.8,Low,Yes,Kidney dish
Kidney Beans,Legumes,106,22.1,8.4,18.5,12.0,Low,Yes,Kidney dish
Kidney Beans,Legumes,496,8.3,1.0,20.6,12.3,High,No,Kidney dish
Kidney Beans,Legumes,47,30.1,14.9,5.3,27.2,Low,Yes,Kidney dish
Kidney Beans,Legumes,168,0.9,10.5,12.2,37.6,Low,Yes,Kidney dish
Kidney Beans,Legumes,170,19.9,6.9,30.0,38.6,Medium,No,Kidney dish
Kidney Beans,Legumes,186,52.3,13.5,20.5,31.8,High,No,Kidney dish
Kidney Beans,Legumes,256,59.7,13.9,32.9,40.6,High,No,Kidney dish
Kidney Beans,Legumes,286,62.5,11.2,38.3,20.9,Medium,No,Kidney dish
Kidney Beans,Legumes,482,14.9,13.4,39.4,3.9,High,No,Kidney dish
Kidney Beans,Legumes,219,48.1,3.4,28.1,9.6,Medium,No,Kidney dish
Kidney Beans,Legumes,597,25.0,5.0,8.5,7.9,Low,Yes,Kidney dish
Kidney Beans,Legumes,121,57.2,10.4,31.8,9.8,Medium,No,Kidney dish
Kidney Beans,Legumes,258,8.8,12.6,26.2,18.2,High,No,Kidney dish
Kidney Beans,Legumes,263,4.6,7.1,29.5,21.3,High,No,Kidney dish
Kidney Beans,Legumes,594,32.8,10.4,36.4,19.6,Medium,No,Kidney dish
Kidney Beans,Legumes,345,47.0,9.3,7.2,46.5,Low,Yes,Kidney dish
Kidney Beans,Legumes,195,7.8,4.3,12.2,40.4,Low,Yes,Kidney dish
Kidney Beans,Legumes,476,58.7,10.9,3.7,43.6,Low,Yes,Kidney dish
Kidney Beans,Legumes,340,8.1,7.9,38.6,14.9,High,No,Kidney dish
Kidney Beans,Legumes,107,1.1,10.6,39.7,22.8,Medium,No,Kidney dish
Kidney Beans,Legumes,141,35.3,13.6,0.6,30.8,Medium,No,Kidney dish
Kidney Beans,Legumes,108,7.0,13.1,24.9,25.3,Low,Yes,Kidney dish
Kidney Beans,Legumes,255,65.5,7.6,38.6,45.0,High,No,Kidney dish
Kidney Beans,Legumes,388,33.5,1.6,24.5,20.3,High,No,Kidney dish
Kidney Beans,Legumes,109,38.4,13.4,5.7,48.5,Medium,No,Kidney dish
Kidney Beans,Legumes,252,17.0,14.2,30.3,38.7,Low,Yes,Kidney dish
Kidney Beans,Legumes,123,22.3,8.4,4.2,33.0,High,No,Kidney dish
Kidney Beans,Legumes,600,9.7,2.3,21.5,1.7,Low,Yes,Kidney dish
Kidney Beans,Legumes,12,33.0,8.1,0.8,9.3,Medium,No,Kidney dish
Kidney Beans,Legumes,305,28.3,9.0,20.0,31.1,Low,Yes,Kidney dish
Kidney Beans,Legumes,291,37.6,3.1,9.9,7.3,High,No,Kidney dish
Kidney Beans,Legumes,226,31.6,9.6,3.9,45.4,Low,Yes,Kidney dish
Kidney Beans,Legumes,134,41.6,4.9,34.8,22.8,High,No,Kidney dish
Kidney Beans,Legumes,334,60.2,4.4,3.4,2.6,High,No,Kidney dish
Kidney Beans,Legumes,313,69.5,1.5,18.3,17.5,Low,Yes,Kidney dish
Kidney Beans,Legumes,432,6.0,7.9,1.8,46.0,High,No,Kidney dish
Kidney Beans,Legumes,400,48.7,5.9,7.9,10.3,Low,Yes,Kidney dish
Kidney Beans,Legumes,205,18.6,11.2,14.9,21.2,High,No,Kidney dish
Kidney Beans,Legumes,371,64.8,9.0,36.4,7.2,Medium,No,Kidney dish
Kidney Beans,Legumes,361,54.6,0.1,27.5,19.2,High,No,Kidney dish
Kidney Beans,Legumes,321,24.1,9.0,24.2,22.0,Low,Yes,Kidney dish
Kidney Beans,Legumes,502,50.3,13.3,12.1,2.6,Medium,No,Kidney dish
Kidney Beans,Legumes,109,49.4,14.4,30.3,42.1,Low,Yes,Kidney dish
Kidney Beans,Legumes,178,26.6,1.4,15.5,21.2,High,No,Kidney dish
Kidney Beans,Legumes,74,12.4,2.5,30.6,18.7,High,No,Kidney dish
Hilsa Fish (Ilish),Fish,121,58.8,13.3,20.5,24.7,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,435,27.0,9.0,28.3,21.7,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,413,62.1,5.1,38.6,48.1,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,175,32.4,11.6,22.4,8.4,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,304,55.6,3.9,38.0,13.9,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,526,61.1,8.8,21.3,29.9,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,447,68.3,3.4,38.3,38.9,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,295,47.7,0.3,24.4,42.4,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,233,49.7,6.7,9.9,1.6,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,273,27.8,0.9,27.5,32.1,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,70,55.9,3.2,35.1,11.8,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,375,17.5,0.3,17.4,24.4,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,129,37.3,10.0,1.9,4.2,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,597,13.7,10.7,18.2,19.0,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,129,40.2,1.4,37.3,47.1,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,338,22.6,0.1,31.1,14.2,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,231,22.1,2.4,26.2,28.0,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,327,47.6,14.7,5.6,49.7,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,134,35.0,5.0,25.6,22.2,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,437,16.3,12.3,19.9,25.0,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,220,57.5,2.5,20.4,0.3,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,362,67.4,14.2,17.3,8.3,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,435,53.5,3.4,1.6,10.2,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,228,12.8,3.1,35.5,40.5,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,406,29.2,1.3,36.0,41.8,High,No,Hilsa dish
